Van Datum,Van Tijdstip,Tot Datum,Tot Tijdstip,Meter,Metertype,Register,Volume,Eenheid,Validatiestatus,
08-07-2024,01:15:00,08-07-2024,01:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,01:30:00,08-07-2024,01:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,37,kWh,Gevalideerd
08-07-2024,01:30:00,08-07-2024,01:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,01:45:00,08-07-2024,02:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,40,kWh,Gevalideerd
08-07-2024,01:45:00,08-07-2024,02:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,02:00:00,08-07-2024,02:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,188,kWh,Gevalideerd
08-07-2024,02:00:00,08-07-2024,02:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,02:15:00,08-07-2024,02:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,473,kWh,Gevalideerd
08-07-2024,02:15:00,08-07-2024,02:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,02:30:00,08-07-2024,02:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,442,kWh,Gevalideerd
08-07-2024,02:30:00,08-07-2024,02:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,02:45:00,08-07-2024,03:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,29,kWh,Gevalideerd
08-07-2024,02:45:00,08-07-2024,03:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,03:00:00,08-07-2024,03:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,34,kWh,Gevalideerd
08-07-2024,03:00:00,08-07-2024,03:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,03:15:00,08-07-2024,03:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,41,kWh,Gevalideerd
08-07-2024,03:15:00,08-07-2024,03:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,03:30:00,08-07-2024,03:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,52,kWh,Gevalideerd
08-07-2024,03:30:00,08-07-2024,03:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,03:45:00,08-07-2024,04:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,39,kWh,Gevalideerd
08-07-2024,03:45:00,08-07-2024,04:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,04:00:00,08-07-2024,04:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,40,kWh,Gevalideerd
08-07-2024,04:00:00,08-07-2024,04:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,04:15:00,08-07-2024,04:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,31,kWh,Gevalideerd
08-07-2024,04:15:00,08-07-2024,04:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,04:30:00,08-07-2024,04:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,29,kWh,Gevalideerd
08-07-2024,04:30:00,08-07-2024,04:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,04:45:00,08-07-2024,05:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,38,kWh,Gevalideerd
08-07-2024,04:45:00,08-07-2024,05:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,05:00:00,08-07-2024,05:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,39,kWh,Gevalideerd
08-07-2024,05:00:00,08-07-2024,05:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,05:15:00,08-07-2024,05:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,38,kWh,Gevalideerd
08-07-2024,05:15:00,08-07-2024,05:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,05:30:00,08-07-2024,05:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,29,kWh,Gevalideerd
08-07-2024,05:30:00,08-07-2024,05:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,05:45:00,08-07-2024,06:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,28,kWh,Gevalideerd
08-07-2024,05:45:00,08-07-2024,06:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,06:00:00,08-07-2024,06:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,26,kWh,Gevalideerd
08-07-2024,06:00:00,08-07-2024,06:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,06:15:00,08-07-2024,06:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,16,kWh,Gevalideerd
08-07-2024,06:15:00,08-07-2024,06:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,06:30:00,08-07-2024,06:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,13,kWh,Gevalideerd
08-07-2024,06:30:00,08-07-2024,06:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,06:45:00,08-07-2024,07:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,17,kWh,Gevalideerd
08-07-2024,06:45:00,08-07-2024,07:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,07:00:00,08-07-2024,07:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,07:00:00,08-07-2024,07:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,15,kWh,Gevalideerd
08-07-2024,07:15:00,08-07-2024,07:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,07:15:00,08-07-2024,07:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,27,kWh,Gevalideerd
08-07-2024,07:30:00,08-07-2024,07:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,07:30:00,08-07-2024,07:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,8,kWh,Gevalideerd
08-07-2024,07:45:00,08-07-2024,08:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,07:45:00,08-07-2024,08:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,26,kWh,Gevalideerd
08-07-2024,08:00:00,08-07-2024,08:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,08:00:00,08-07-2024,08:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,86,kWh,Gevalideerd
08-07-2024,08:15:00,08-07-2024,08:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,08:15:00,08-07-2024,08:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,92,kWh,Gevalideerd
08-07-2024,08:30:00,08-07-2024,08:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,08:30:00,08-07-2024,08:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,105,kWh,Gevalideerd
08-07-2024,08:45:00,08-07-2024,09:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,08:45:00,08-07-2024,09:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,164,kWh,Gevalideerd
08-07-2024,09:00:00,08-07-2024,09:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,09:00:00,08-07-2024,09:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,162,kWh,Gevalideerd
08-07-2024,09:15:00,08-07-2024,09:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,3,kWh,Gevalideerd
08-07-2024,09:15:00,08-07-2024,09:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,166,kWh,Gevalideerd
08-07-2024,09:30:00,08-07-2024,09:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,5,kWh,Gevalideerd
08-07-2024,09:30:00,08-07-2024,09:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,157,kWh,Gevalideerd
08-07-2024,09:45:00,08-07-2024,10:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,47,kWh,Gevalideerd
08-07-2024,09:45:00,08-07-2024,10:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,46,kWh,Gevalideerd
08-07-2024,10:00:00,08-07-2024,10:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,10:00:00,08-07-2024,10:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,107,kWh,Gevalideerd
08-07-2024,10:15:00,08-07-2024,10:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,11,kWh,Gevalideerd
08-07-2024,10:15:00,08-07-2024,10:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,96,kWh,Gevalideerd
08-07-2024,10:30:00,08-07-2024,10:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,10:30:00,08-07-2024,10:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,111,kWh,Gevalideerd
08-07-2024,10:45:00,08-07-2024,11:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,10:45:00,08-07-2024,11:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,164,kWh,Gevalideerd
08-07-2024,11:00:00,08-07-2024,11:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,4,kWh,Gevalideerd
08-07-2024,11:00:00,08-07-2024,11:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,175,kWh,Gevalideerd
08-07-2024,11:15:00,08-07-2024,11:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,11:15:00,08-07-2024,11:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,244,kWh,Gevalideerd
08-07-2024,11:30:00,08-07-2024,11:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,11:30:00,08-07-2024,11:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,284,kWh,Gevalideerd
08-07-2024,11:45:00,08-07-2024,12:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,11:45:00,08-07-2024,12:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,279,kWh,Gevalideerd
08-07-2024,12:00:00,08-07-2024,12:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,12:00:00,08-07-2024,12:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,261,kWh,Gevalideerd
08-07-2024,12:15:00,08-07-2024,12:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,12:15:00,08-07-2024,12:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,253,kWh,Gevalideerd
08-07-2024,12:30:00,08-07-2024,12:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,12:30:00,08-07-2024,12:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,392,kWh,Gevalideerd
08-07-2024,12:45:00,08-07-2024,13:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,12:45:00,08-07-2024,13:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,382,kWh,Gevalideerd
08-07-2024,13:00:00,08-07-2024,13:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,13:00:00,08-07-2024,13:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,606,kWh,Gevalideerd
08-07-2024,13:15:00,08-07-2024,13:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,13:15:00,08-07-2024,13:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,646,kWh,Gevalideerd
08-07-2024,13:30:00,08-07-2024,13:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,13:30:00,08-07-2024,13:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,475,kWh,Gevalideerd
08-07-2024,13:45:00,08-07-2024,14:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,13:45:00,08-07-2024,14:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,326,kWh,Gevalideerd
08-07-2024,14:00:00,08-07-2024,14:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,3,kWh,Gevalideerd
08-07-2024,14:00:00,08-07-2024,14:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,374,kWh,Gevalideerd
08-07-2024,14:15:00,08-07-2024,14:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,14:15:00,08-07-2024,14:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,382,kWh,Gevalideerd
08-07-2024,14:30:00,08-07-2024,14:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,14:30:00,08-07-2024,14:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,404,kWh,Gevalideerd
08-07-2024,14:45:00,08-07-2024,15:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,14:45:00,08-07-2024,15:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,433,kWh,Gevalideerd
08-07-2024,15:00:00,08-07-2024,15:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,15:00:00,08-07-2024,15:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,296,kWh,Gevalideerd
08-07-2024,15:15:00,08-07-2024,15:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,15:15:00,08-07-2024,15:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,197,kWh,Gevalideerd
08-07-2024,15:30:00,08-07-2024,15:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,15:30:00,08-07-2024,15:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,174,kWh,Gevalideerd
08-07-2024,15:45:00,08-07-2024,16:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,15:45:00,08-07-2024,16:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,138,kWh,Gevalideerd
08-07-2024,16:00:00,08-07-2024,16:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,16:00:00,08-07-2024,16:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,122,kWh,Gevalideerd
08-07-2024,16:15:00,08-07-2024,16:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,16:15:00,08-07-2024,16:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,179,kWh,Gevalideerd
08-07-2024,16:30:00,08-07-2024,16:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,10,kWh,Gevalideerd
08-07-2024,16:30:00,08-07-2024,16:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,154,kWh,Gevalideerd
08-07-2024,16:45:00,08-07-2024,17:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,16:45:00,08-07-2024,17:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,163,kWh,Gevalideerd
08-07-2024,17:00:00,08-07-2024,17:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,57,kWh,Gevalideerd
08-07-2024,17:00:00,08-07-2024,17:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,17:15:00,08-07-2024,17:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,61,kWh,Gevalideerd
08-07-2024,17:15:00,08-07-2024,17:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,17:30:00,08-07-2024,17:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,29,kWh,Gevalideerd
08-07-2024,17:30:00,08-07-2024,17:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,66,kWh,Gevalideerd
08-07-2024,17:45:00,08-07-2024,18:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,2,kWh,Gevalideerd
08-07-2024,17:45:00,08-07-2024,18:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,101,kWh,Gevalideerd
08-07-2024,18:00:00,08-07-2024,18:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,78,kWh,Gevalideerd
08-07-2024,18:00:00,08-07-2024,18:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,18:15:00,08-07-2024,18:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,82,kWh,Gevalideerd
08-07-2024,18:15:00,08-07-2024,18:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,18:30:00,08-07-2024,18:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,14,kWh,Gevalideerd
08-07-2024,18:30:00,08-07-2024,18:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,42,kWh,Gevalideerd
08-07-2024,18:45:00,08-07-2024,19:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,18:45:00,08-07-2024,19:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,48,kWh,Gevalideerd
08-07-2024,19:00:00,08-07-2024,19:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,19:00:00,08-07-2024,19:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,30,kWh,Gevalideerd
08-07-2024,19:15:00,08-07-2024,19:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,12,kWh,Gevalideerd
08-07-2024,19:15:00,08-07-2024,19:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,22,kWh,Gevalideerd
08-07-2024,19:30:00,08-07-2024,19:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,0,kWh,Gevalideerd
08-07-2024,19:30:00,08-07-2024,19:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,7,kWh,Gevalideerd
08-07-2024,19:45:00,08-07-2024,20:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,69,kWh,Gevalideerd
08-07-2024,19:45:00,08-07-2024,20:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,2,kWh,Gevalideerd
08-07-2024,20:00:00,08-07-2024,20:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,120,kWh,Gevalideerd
08-07-2024,20:00:00,08-07-2024,20:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,20:15:00,08-07-2024,20:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,32,kWh,Gevalideerd
08-07-2024,20:15:00,08-07-2024,20:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,20:30:00,08-07-2024,20:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,42,kWh,Gevalideerd
08-07-2024,20:30:00,08-07-2024,20:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,20:45:00,08-07-2024,21:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,44,kWh,Gevalideerd
08-07-2024,20:45:00,08-07-2024,21:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,21:00:00,08-07-2024,21:15:00,1SAG1105054868,Digitale Meter,Afname Dag,0,53,kWh,Gevalideerd
08-07-2024,21:00:00,08-07-2024,21:15:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,21:15:00,08-07-2024,21:30:00,1SAG1105054868,Digitale Meter,Afname Dag,0,462,kWh,Gevalideerd
08-07-2024,21:15:00,08-07-2024,21:30:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,21:30:00,08-07-2024,21:45:00,1SAG1105054868,Digitale Meter,Afname Dag,0,464,kWh,Gevalideerd
08-07-2024,21:30:00,08-07-2024,21:45:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,21:45:00,08-07-2024,22:00:00,1SAG1105054868,Digitale Meter,Afname Dag,0,332,kWh,Gevalideerd
08-07-2024,21:45:00,08-07-2024,22:00:00,1SAG1105054868,Digitale Meter,Injectie Dag,0,0,kWh,Gevalideerd
08-07-2024,22:00:00,08-07-2024,22:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,40,kWh,Gevalideerd
08-07-2024,22:00:00,08-07-2024,22:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,22:15:00,08-07-2024,22:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,38,kWh,Gevalideerd
08-07-2024,22:15:00,08-07-2024,22:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,22:30:00,08-07-2024,22:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,40,kWh,Gevalideerd
08-07-2024,22:30:00,08-07-2024,22:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,22:45:00,08-07-2024,23:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,86,kWh,Gevalideerd
08-07-2024,22:45:00,08-07-2024,23:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,23:00:00,08-07-2024,23:15:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,45,kWh,Gevalideerd
08-07-2024,23:00:00,08-07-2024,23:15:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,23:15:00,08-07-2024,23:30:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,57,kWh,Gevalideerd
08-07-2024,23:15:00,08-07-2024,23:30:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,23:30:00,08-07-2024,23:45:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,43,kWh,Gevalideerd
08-07-2024,23:30:00,08-07-2024,23:45:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
08-07-2024,23:45:00,09-07-2024,00:00:00,1SAG1105054868,Digitale Meter,Afname Nacht,0,38,kWh,Gevalideerd
08-07-2024,23:45:00,09-07-2024,00:00:00,1SAG1105054868,Digitale Meter,Injectie Nacht,0,0,kWh,Gevalideerd
